,name,product_url,rating,reviews,price,product_type
2485,"1 Set Earpads Headband Replacement Protein Earpads Cushions for Sennheiser HD418, HD419, HD428, HD429, HD439, HD438, HD448, HD449 Headphone Ear Pad/Ear Cushion/Ear Cups/Ear Cover/Earpads R",https://www.amazon.com/Headband-Replacement-Cushions-Sennheiser-Headphone/dp/B07M7M6CDW/ref=sr_1_3180?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3180,4.4 out of 5 stars,21,,Headphones
2486,Numark Red Wave | Professional Over-Ear DJ Headphones with Rotating Earcup,https://www.amazon.com/Numark-Professional-Over-Ear-Headphones-Rotating/dp/B004M13GA4/ref=sr_1_3181?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3181,3.8 out of 5 stars,590,,Headphones
2487,"Tvoip 100Pcs Blue Non-Woven Sanitary Headphone Ear Cover, Disposable Super Stretch Covers Germproof Deodorizing and Washable, for Most On Ear Headphones with 8.5~10cm Earpads (L - 11cm)",https://www.amazon.com/Tvoip-Non-Woven-Disposable-Deodorizing-Headphones/dp/B07WVYCGXB/ref=sr_1_3182?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3182,4.8 out of 5 stars,7,$13.88,Headphones
2488,"Monolith Liquid Platinum Headphone Amplifier - Designed by Alex Cavalli | 3.6 Watts Per Channel, Fully Balanced Amp",https://www.amazon.com/Monolith-Liquid-Platinum-Headphone-Amplifier/dp/B07K7YSL41/ref=sr_1_3185?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3185,4.5 out of 5 stars,141,$640.23,Headphones
2489,"Bluetooth Headset, Wireless Bluetooth Earpiece V4.2 Hi-Fi Stereo Lightweight Headphones Hands-free Earphones with Noise Cancellation Microphone for Cellphones, Skype, Business Office/ Work Out/Trucker",https://www.amazon.com/Lightweight-Headphones-Hands-free-Cancellation-Microphone/dp/B07J49KXJC/ref=sr_1_3186?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3186,3.9 out of 5 stars,174,$29.99,Headphones
2490,"ATECH Ultra Flexible Silicon Sleeping Earbuds with Microphone Earplugs for ASMR, Insomnia, Snoring, Air Travel, Relaxation, Bianural",https://www.amazon.com/ATECH-Flexible-Sleeping-Microphone-Relaxation/dp/B079572JCX/ref=sr_1_3187?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3187,3.9 out of 5 stars,690,$12.99,Headphones
2491,"Headphone Ear Cover, Disposable Super Stretch Covers Germproof Deodorizing and Washable, for Most On Ear Headphones with 5~8cm Earpads （Pack of 100 (6.5cm)",https://www.amazon.com/Headphone-Disposable-Germproof-Deodorizing-Headphones/dp/B07DBZ42H6/ref=sr_1_3188?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3188,5.0 out of 5 stars,2,$13.60,Headphones
2492,"Yizhet Replacement Earpads, Ear Cushions Spare Replacement Ear Pads for Bose Headphones Quietcomfort 2 QC2 Quiet Comfort 15 QC15 Quietcomfort 25 QC25 Ae2 Ae2i Ae2w Headphones(Black)",https://www.amazon.com/Yizhet-Replacement-Earpads-Bose-QC2/dp/B06Y55NQYV/ref=sr_1_3189?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3189,4.5 out of 5 stars,703,$6.99,Headphones
2493,"MillSO Headphone Splitter, Male to 2 Female 3.5 mm Splitter TRS Stereo 3.5mm Audio Splitter Jack Headphones Adapter for Dual Headphones/Speakers to Smartphone, Mp3, Laptop, Tablet, PC - 8inch Red",https://www.amazon.com/MillSO-Headphone-Splitter-Headphones-Smartphone/dp/B07WS6ZGNW/ref=sr_1_3190?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3190,4.5 out of 5 stars,141,$6.09,Headphones
2494,"Upgraded Bluetooth 5.0 Wireless Earbuds - MEBUYZ TWS 3D Stereo Sound Headphones, 150H Playtime with 3000 mAh Charging Box, True Wireless Built-in Mic Hands-Free Call in-Ear Waterproof Earphones",https://www.amazon.com/Bluetooth-Wireless-Earbuds-Built-Ear/dp/B07JVGGN6H/ref=sr_1_3191?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3191,4.0 out of 5 stars,"1,559",$35.98,Headphones
2495,"Monoprice 100649 12-Feet 3.5mm Stereo Plug/Jack M/F Cable, Black",https://www.amazon.com/Monoprice-100649-3-5mm-Stereo-Cable/dp/B0094A0Z02/ref=sr_1_3192?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3192,4.4 out of 5 stars,220,$14.60,Headphones
2496,"Hosa MHE-105 3.5 mm TRS to 3.5 mm TRS Headphone Extension Cable, 5 Feet",https://www.amazon.com/Hosa-MHE-105-Headphone-Extension-Cable/dp/B0051PMG4W/ref=sr_1_3193?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3193,4.4 out of 5 stars,109,$6.45,Headphones
2497,"TicPods 2 True Wireless Earbuds, TWS Earbuds, Bluetooth 5.0, Semi-in-Ear Design, IPX4 Water Resistant, Long Press to Wake Up Smartphone, Touch Gesture Controls, 23 Hours Battery Life, Ice",https://www.amazon.com/Wireless-Bluetooth-Resistant-Smartphone-Controls/dp/B082K6YK9Y/ref=sr_1_3194?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3194,4.0 out of 5 stars,414,$99.98,Headphones
2498,"ENHANCE PC Gaming Headphone Holder - Desk Headphone Hanger Esports Headset Holder with Adjustable 360 Rotation, Under Desk Headphone Hook Clamp, Universal Fit, Built in Cable Clip Organizer - Blue",https://www.amazon.com/ENHANCE-Gaming-Headphone-Holder-Headset/dp/B07G7L2SV9/ref=sr_1_3195?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3195,4.7 out of 5 stars,739,,Headphones
2499,"Bluetooth Earbuds,Miracle&Lesoul S7 Sports in-Ear Stereo Wireless Earphones with Built-in Microphone,Bluetooth 5.0,CVC,IPX7 Waterproof,Wireless Headphone with 35H Playtime,Fast Pairing for Trave,Work",https://www.amazon.com/Miracle-Lesoul-S7-Microphone-Waterproof/dp/B07JYB561D/ref=sr_1_3196?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3196,3.4 out of 5 stars,124,$17.00,Headphones
2500,Philips SHE3590BK/28 In-Ear Headphones (Black),https://www.amazon.com/Philips-SHE3590BK-28-Headphones-Black/dp/B007TRUTZS/ref=sr_1_3197?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3197,4.0 out of 5 stars,746,,Headphones
2501,"Altec Lansing MZX667-RG Evolution2 Waterproof Bluetooth Headphones, Rose Gold",https://www.amazon.com/Altec-Lansing-MZX667-RG-Evolution2-Waterproof/dp/B071749P1R/ref=sr_1_3198?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3198,3.5 out of 5 stars,41,$29.99,Headphones
2502,"Mpow CH7 Kids Headphones, Foldable Adjustable On-Ear Headphones, 91dB Volume Limited Kids Headset w/Mic and Volume Control for Children, Girls, Boys, Teens",https://www.amazon.com/Mpow-Headphones-Foldable-Adjustable-Children/dp/B07YXVGMCY/ref=sr_1_3199?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3199,3.3 out of 5 stars,3,$16.99,Headphones
2503,"inOpera Bluetooth Headphones Neckband, Wireless Sweatproof apt-X Deep Stereo Bass Bluetooth Sport Earbuds IPX5 Magnetic Earphones CVC6.0 Noise Cancellation 10 Hours Playtime (Black",https://www.amazon.com/Auriculares-inal%C3%A1mbricos-magn%C3%A9ticos-Cancelaci%C3%B3n-reproducci%C3%B3n/dp/B07GX8RCQ3/ref=sr_1_3200?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3200,4.2 out of 5 stars,163,$21.99,Headphones
2504,"Monolith M570 Over Ear Open Back Planar Magnetic Driver Headphone with a Plush, Padded Headband and Earcups",https://www.amazon.com/Monolith-Magnetic-Headphone-Headband-Earcups/dp/B07YX7K4CP/ref=sr_1_3201?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3201,4.3 out of 5 stars,22,$299.99,Headphones
2505,Panasonic Premium Noise Cancelling Over-the-Ear Stereo Headphones with Mic/Controller RP-HC800-K (Black),https://www.amazon.com/Panasonic-Class-Cancelaci%C3%B3n-ruido-encima/dp/B00KWKKJJK/ref=sr_1_3203?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3203,3.3 out of 5 stars,144,$84.99,Headphones
2506,SCR Headband Compatible with Sennheiser HD280 Earpads and Headband Pad Kit Replacement for HD 280 (PRO) HMD280 Ear Pads Headphones Cushion Padding Black (Headband only),https://www.amazon.com/SCR-Headband-Compatible-Replacement-Headphones/dp/B07NP9KLDL/ref=sr_1_3206?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3206,4.3 out of 5 stars,58,$15.99,Headphones
2507,Bose Soundsport Free Wireless Charging Case (Black),https://www.amazon.com/Bose-Soundsport-Wireless-Charging-Black/dp/B07JJCW86D/ref=sr_1_3209?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3209,4.6 out of 5 stars,222,,Headphones
2508,Focal Open Back Over-Ear Headphone,https://www.amazon.com/Focal-3544055725015-Elear-Headphones/dp/B01H2NDPGI/ref=sr_1_3211?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3211,4.0 out of 5 stars,71,,Headphones
2509,Lighting to 3.5mm Headphone Jack Adapter for iPhone Dongle Aux Cable Headphone Converter Accessories Compatible with iPhone11/Xs/XR/X/8/7/iPad/iPod Support All iOS -2Pack,https://www.amazon.com/Lighting-Headphone-Converter-Accessories-Compatible/dp/B086X52X1P/ref=sr_1_3212?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3212,,,$8.99,Headphones
2510,"Wireless Earbuds, Bluetooth 5.0 True Wireless Earphones Smart Touch Control with Noise Cancellation, 30h Play time in-Ear Wireless Headphones Built-in Mic Sweatproof Headsets for Work/Running/Travel",https://www.amazon.com/Bluetooth-Earphones-Cancellation-Headphones-Sweatproof/dp/B082FTCTHP/ref=sr_1_3215?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3215,3.6 out of 5 stars,13,$29.50,Headphones
2511,"Mr Rex Type C to Aux Cable Cord 6.5ft, Nylon Braided USB-C Port to 3.5mm Male Jack Wire, Compatible with Samsung Galaxy 10/10 Plus, S10/10 Plus, Google Pixel 3/4, iPad Pro 2018 to Car, Headphone",https://www.amazon.com/Mr-Rex-Braided-Compatible-Headphone/dp/B083R7B63P/ref=sr_1_3217?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3217,4.4 out of 5 stars,44,$9.99,Headphones
2512,Objective2 Headphone Amplifier,https://www.amazon.com/Mayflower-Electronics-0007-Objective2-Headphone/dp/B074MBY2GZ/ref=sr_1_3218?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3218,4.9 out of 5 stars,21,$109.99,Headphones
2513,"Power Rangers 30332  Kid Safe Over the Ear Headphone with Volume Limiter, Black and Red by Sakar",https://www.amazon.com/Power-Rangers-Headphone-Limiter-Sakar/dp/B00PFBCF2A/ref=sr_1_3219?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3219,3.9 out of 5 stars,104,$19.99,Headphones
2514,"Wholesale Bulk Headphones with Mic in Ear Corded Headsets with Microphone Multi Pack, 3.5mm Audio Jack, Wholesale Earphones Earbuds Headphones for Phones Chromebook MP3 10Pack",https://www.amazon.com/Wholesale-Headphones-Microphone-Earphones-Chromebook/dp/B07876MZ9N/ref=sr_1_3220?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3220,3.5 out of 5 stars,18,$15.72,Headphones
2515,LOXJIE P20 Full Balance Tube Amplifier Headphone Power Amplifier (Black),https://www.amazon.com/LOXJIE-P20-Balance-Amplifier-Headphone/dp/B07H5HK3QT/ref=sr_1_3219?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3219,4.4 out of 5 stars,221,$99.99,Headphones
2516,"Bose SoundSport Wireless Headphones, Black (Renewed)",https://www.amazon.com/Bose-SoundSport-Headphones-Certified-Refurbished/dp/B079NLTL1Q/ref=sr_1_3220?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3220,3.3 out of 5 stars,72,,Headphones
2517,Baval Hard Headphone Case Compatible with Sony XB950N1 / XB950B1 / MDR-XB950B1 / MDRXB650BT / CH700N Extra Bass Wireless Bluetooth Noise Cancelling Headphones,https://www.amazon.com/Baval-Compatible-MDR-XB950B1-MDRXB650BT-Cancelling/dp/B07S9BZ5PB/ref=sr_1_3221?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3221,4.9 out of 5 stars,25,$12.99,Headphones
2518,"Wireless Headphones for TV Watching w/ 164ft Transmitter, BANIGIPA Bluetooth 5.0 Headset Earphone Hearing Set for Home Stereo PC with Digital Optical, RCA, 3.5mm Aux Jack, Plug n Play, No Audio Delay",https://www.amazon.com/Wireless-Headphones-Transmitter-BANIGIPA-Bluetooth/dp/B081X98BNV/ref=sr_1_3222?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3222,3.8 out of 5 stars,16,$69.99,Headphones
2519,"Bluetooth Headphone V4.1 Wireless Noise Cancelling Headset in-Ear Earbuds with Microphone Handsfree for Driving or Business, and Secure Fit for iPhone Android Cell Phones",https://www.amazon.com/Bluetooth-Headphone-Cancelling-Microphone-Handsfree/dp/B01N2XZH5Y/ref=sr_1_3223?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3223,3.6 out of 5 stars,58,$30.99,Headphones
2520,"BCS-150 | Wireless Bluetooth Headphones Neckbands with Clear Calls, Powerful Bass, Noise Reduction for Home Office, Video Conference (Black)",https://www.amazon.com/EXFIT-Bluetooth-Headphones-Resistant-Compatible/dp/B07X5TV2FZ/ref=sr_1_3224?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3224,4.2 out of 5 stars,30,$27.99,Headphones
2521,Koss ProDj200 Studio Headphone - Black/Silver,https://www.amazon.com/Koss-ProDj200-Studio-Headphone-Silver/dp/B007CNC79A/ref=sr_1_3225?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3225,4.2 out of 5 stars,197,$80.39,Headphones
2522,"Wireless Earbuds, Bluetooth 5.0 Wireless Headphones Wireless Earphones Smart Touch with Wireless Charging Case IPX7 Waterproof, Stereo Headphones in Ear Built in Mic Headset Sound Bass for Sport",https://www.amazon.com/Wireless-Bluetooth-Headphones-Earphones-Waterproof/dp/B0855PD3L3/ref=sr_1_3226?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3226,4.6 out of 5 stars,142,$29.95,Headphones
2523,"MindKoo True Wireless Earbuds Bluetooth 5.0 In-Ear Headphones with Portable Charging Case, Built-in Microphone Stereo Sound for iPad/iPhone/Android Phones",https://www.amazon.com/Wireless-Mindkoo-Bluetooth-Waterproof-Resistant/dp/B07HC44PM6/ref=sr_1_3227?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3227,4.3 out of 5 stars,99,$32.49,Headphones
2524,"Gaming Headset with Noise Canceling Mic,Surround Sound Stereo and LED Light for Laptop, Cellphone, PS4,Xbox One and so on,3.5mm Wired Volume Control Gaming Headphones(Black and Red)",https://www.amazon.com/Headset-Canceling-Surround-Cellphone-Headphones/dp/B07ZF5XNBP/ref=sr_1_3228?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3228,2.4 out of 5 stars,14,$23.99,Headphones
2525,"Hosa HXMS-025 REAN 3.5 mm TRS to 1/4"" TRS Pro Headphone Adaptor Cable, 25 Feet",https://www.amazon.com/Hosa-HXMS-025-Headphone-Adaptor-Cable/dp/B071NBBTDQ/ref=sr_1_3229?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3229,5.0 out of 5 stars,6,$26.45,Headphones
2526,"Bluetooth Headphones, Maxcio Wireless Earbuds Magnetic Bluetooth 5.0 Earphones with Microphone IPX4 Waterproof 15Hrs Playtime Wireless Lightweight in-Ear Headphones HD Stereo Headphone for Running",https://www.amazon.com/Headphones-Maxcio-Microphone-Waterproof-Lightweight/dp/B07XR82CJK/ref=sr_1_3230?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3230,3.7 out of 5 stars,37,$17.99,Headphones
2527,"Wired in Ear Headphones, Earbuds, Full Metal Earphones with Mic and Volume Control, High Definition, Noise Isolating, Deep Bass, Ergonomic Design &Crystal Clear Sound,3.5mm Jack(Black+Silver)",https://www.amazon.com/Headphones-Earphones-Definition-Isolating-Ergonomic/dp/B082F5SHJ1/ref=sr_1_3233?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3233,3.9 out of 5 stars,8,$18.99,Headphones
2528,"TETDED Premium Leather Earphone Holder002, Cord Organizer (Nappa Red)",https://www.amazon.com/Premium-Leather-Earphone-Holder002-Organizer/dp/B07DJ8B7MJ/ref=sr_1_3234?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3234,4.7 out of 5 stars,26,$8.99,Headphones
2529,"TV Ears Original Wireless Headsets System, TV Hearing Aid Devices works best with Analog TV's, Hearing Assistance, TV Listening Headphones for Seniors and Hard of Hearing. Voice Clarifying, Doctor Recommended - 11641",https://www.amazon.com/TV-Ears-Assistance-Headphones-Recommended/dp/B00EIPPTG8/ref=sr_1_3235?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3235,4.0 out of 5 stars,"1,235",$69.95,Headphones
2530,Headphone Adapter for iPhone 11 Pro/7/7 Plus/8/X/XS/XR/ 3.5mm Jack Dongle 2 in 1 Aux Earphone Connector iPhone Accessories Charger Cables & Audio Support All iOS System -White,https://www.amazon.com/Headphone-Adapter-Earphone-Connector-Accessories/dp/B088JVZJ9R/ref=sr_1_3236?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3236,5.0 out of 5 stars,2,$9.99,Headphones
2531,Z Tactical Headset Headphone COMTAC 2 Style Noise Reduction Headset for Airsoft Military Radio Black OD (BK),https://www.amazon.com/Tactical-Headset-Headphone-Reduction-Military/dp/B06XFC9J49/ref=sr_1_3237?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3237,4.1 out of 5 stars,5,,Headphones
2532,MAX190316 - Maxell NB-201 Stereo Neckbands Headphone,https://www.amazon.com/MAX190316-Maxell-NB-201-Neckbands-Headphone/dp/B000EIKYHC/ref=sr_1_3238?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3238,3.7 out of 5 stars,25,,Headphones
2533,"Bluetooth Headphones IPX5 Waterproof, Wireless Sport Earphones, HiFi Bass Stereo Sweatproof Earbuds W/Mic, Noise Cancelling Headset for Workout, Running, Gym, iPhone，Huawei, 8 Hours Play time",https://www.amazon.com/Headphones-Waterproof-Sweatproof-Cancelling-iPhone%EF%BC%8CHuawei/dp/B085WTTP51/ref=sr_1_3240?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3240,5.0 out of 5 stars,2,$25.99,Headphones
2534,NiceTQ Replacement 6ft USB Power Charger Charging Cord Cable for Bose QuietComfort 35 Wireless Headphones,https://www.amazon.com/NiceTQ-Replacement-Charging-QuietComfort-Headphones/dp/B01M06M0F9/ref=sr_1_3241?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3241,4.0 out of 5 stars,35,$5.99,Headphones
2535,Jaybird FREEDOM 2 In-Ear Wireless Bluetooth Sport Headphones with SpeedFit – Tough All-Metal Design – Carbon (Renewed),https://www.amazon.com/Jaybird-Wireless-Bluetooth-Headphones-SpeedFit/dp/B07JLLLG62/ref=sr_1_3242?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3242,3.7 out of 5 stars,79,$22.44,Headphones
2536,"Active Noise Cancelling Headphones, Bluetooth 5.0 Over Ear Wireless Headphones with 30H Playtime, Deep Bass, Foldable Wireless Headset，CVC 6.0 Mic, ANC Headphones for Travel Work from FMLOVES",https://www.amazon.com/Cancelling-Headphones-Bluetooth-Headset%EF%BC%8CCVC-FMLOVES/dp/B07ZHLFF4M/ref=sr_1_3243?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3243,4.0 out of 5 stars,12,$49.99,Headphones
2537,Kidz Gear Bluetooth Stereo Headphones for Kids - PNK,https://www.amazon.com/Kidz-Gear-Bluetooth-Stereo-Headphones/dp/B016UCB7G2/ref=sr_1_3244?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3244,4.4 out of 5 stars,84,$23.06,Headphones
2538,Edifier W860NB Active Noise Cancelling Over-Ear Bluetooth aptX Headphones with Smart Touch - Black,https://www.amazon.com/Edifier-Cancelling-Over-Ear-Bluetooth-Headphones/dp/B07DVR2TS1/ref=sr_1_3243?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3243,4.1 out of 5 stars,107,$119.99,Headphones
2539,"H2O Audio Stream 2 100% Waterproof MP3 Music Player with Bluetooth and Underwater Headphones for Swimming Laps, Watersports, Short Cord, 8GB",https://www.amazon.com/Waterproof-Bluetooth-Underwater-Headphones-Watersports/dp/B078TQJKNJ/ref=sr_1_3244?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3244,3.7 out of 5 stars,364,$89.99,Headphones
2540,"Gaming Headsets, ELEGIANT Xbox PS4 Gaming Headphones with Noise-Cancelling Mic PC Computer Headphones, Soft/Lightweight Design Over-Ear Gaming Headset Compatible with Nintendo Switch PS4 Xbox PC Mac",https://www.amazon.com/ELEGIANT-Headphones-Noise-Cancelling-Lightweight-Compatible/dp/B0831C19CN/ref=sr_1_3245?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3245,4.2 out of 5 stars,11,$33.99,Headphones
2541,Cars Kid Friendly Wired Headphones Volume Limited for Safe Listening for Kids,https://www.amazon.com/Friendly-Wired-Headphones-Limited-Listening/dp/B0798TSWSR/ref=sr_1_3246?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3246,3.4 out of 5 stars,81,,Headphones
2542,MIUONO USB Headset with Noise Canceling Mic and Mute Switch Controls Surround Sound Headphones Mic- Memory Foam Ear Pads,https://www.amazon.com/MIUONO-Canceling-Controls-Surround-Headphones/dp/B086L3LMXS/ref=sr_1_3247?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3247,,,$27.99,Headphones
2543,JBL CLUB ONE - Premium Wireless Over-Ear Headphones with Hi-Res Sound Quality Adaptive Noise Cancellation and EQ Customization - Black,https://www.amazon.com/JBL-CLUB-ONE-Cancellation-Customization/dp/B084HNNYWB/ref=sr_1_3248?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3248,5.0 out of 5 stars,2,$349.95,Headphones
2544,Headphone Adapter for iPhone X Earphone to 3.5 mm Aux Audio Adapter Earbuds Adapter Music Audio Jack Adapter Dongle Compatible with iPhone 7/7Plus/8/8Plus/11/X/XS Max/XR Support All iOS-White(Newest),https://www.amazon.com/Headphone-Adapter-Earphone-Compatible-iOS-White/dp/B082PTM9LN/ref=sr_1_3249?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3249,3.4 out of 5 stars,28,$10.99,Headphones
2545,"Bluetooth Headphones, TaoTronics [2019 3 Eq Modes] Wireless 5.0 Earphones Snug Fit for Sports with 30 Hours Playtime aptX HD Audio IPX6 Waterproof CVC 8.0 Noise Cancelling Mic",https://www.amazon.com/Bluetooth-Headphones-TaoTronics-Waterproof-Cancelling/dp/B07SN3DKVG/ref=sr_1_3250?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3250,3.9 out of 5 stars,97,$25.99,Headphones
2546,SADES 3.5MM Stereo Surround Gaming Headset with Microphone Volume Control Headphones for PC/MAC/PS4/Smartphone/Table,https://www.amazon.com/SADES-Surround-Microphone-Headphones-Smartphone/dp/B07FSJJRTT/ref=sr_1_3251?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3251,4.2 out of 5 stars,126,$21.90,Headphones
2547,Sennheiser HD1 In-Ear Headphones (iOS version) - Black Red (Discontinued by Manufacturer),https://www.amazon.com/Sennheiser-HD1-Ear-Headphones-version/dp/B01MR84GU2/ref=sr_1_3252?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3252,4.2 out of 5 stars,106,$79.99,Headphones
2548,"Balance Tech Handmade Rope Type C Headphone with Microphone, USB C Earbuds with Mic, USB Type-C Earphones Volume Control (Pink-Grey)",https://www.amazon.com/Balance-Tech-Headphone-Microphone-Earphones/dp/B07XTL2NLK/ref=sr_1_3253?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3253,3.5 out of 5 stars,34,$16.99,Headphones
2549,"Wireless Headphones, Syllable Bluetooth Headphones 50H Playtime Deep Bass Stereo Earphones, Built-in Qualcomm QCC3020 Chip, True Wireless Earbuds Dual Drivers IPX7 Waterproof Sports Headsets with Mic",https://www.amazon.com/Headphones-Syllable-Bluetooth-Earphones-Waterproof/dp/B085XWWPH8/ref=sr_1_3254?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3254,5.0 out of 5 stars,3,$49.99,Headphones
2550,"USB Wired Headset with Noise Canceling Flexible Microphone, Lightweight & Comfortable Wired Headphone, Earphone with Adjustable Fit Headband for Computers Laptops PCs",https://www.amazon.com/Canceling-Microphone-Lightweight-Comfortable-Adjustable/dp/B088FS26G6/ref=sr_1_3257?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3257,3.0 out of 5 stars,1,$8.99,Headphones
2551,"Wireless Earbuds Bluetooth 5.0 Headphones True Wireless HD Stereo Earbuds, in-Ear Headset 40h Playtime with Built-in Microphone Portable Charging Case IPX7 Waterproof",https://www.amazon.com/Wireless-Bluetooth-Headphones-Microphone-Waterproof/dp/B082XXZQJ9/ref=sr_1_3258?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3258,3.8 out of 5 stars,60,$20.99,Headphones
2552,"RISETECH Earbud Case Earphone Carrying Case Waterproof Hard EVA MP3 Player Case Headphone Small Storage Pouch for BeatsX Powerbeats3, Jaybird X3 X4 Tarah, Bose soundsport, with Carabiner - Black",https://www.amazon.com/RISETECH-Waterproof-Headphone-Powerbeats3-soundsport/dp/B07XJ6ZS13/ref=sr_1_3259?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3259,4.7 out of 5 stars,23,$9.99,Headphones
2553,Grado Authentic S Cushion Replacement Headphone Cushions,https://www.amazon.com/Grado-Cushion-Replacement-Headphone-Cushions/dp/B0006DPNOE/ref=sr_1_3260?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3260,4.4 out of 5 stars,523,$10.00,Headphones
2554,"3.5mm Headphone Jack Adapter Holder Type C to 3.5mm Jack Adapter Keychain for iPhone 7/8/X/Plus,Pixel 2 and Other Android Adapters, Black with Gold Plating",https://www.amazon.com/Headphone-Adapter-Keychain-Android-Adapters/dp/B078X74MZ8/ref=sr_1_3268?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3268,5.0 out of 5 stars,6,$6.59,Headphones
2555,"Joymiso Tangle Free Earbuds for Kids Women Small Ears with Case, Comfortable Lightweight in Ear Headphones, Flat Cable Ear Buds Wired Earphones with Microphone and Volume Control for Cell Phone Laptop",https://www.amazon.com/Comfortable-Lightweight-Headphones-Earphones-Microphone/dp/B0811DB2R8/ref=sr_1_3267?dchild=1&keywords=Headphones&qid=1592473866&s=electronics&sr=1-3267,4.1 out of 5 stars,131,$14.99,Headphones
